student_id,question,difficulty,skill,response_time,correct,attempt_count
7,3 + 7,0,0,7.672614723307016,1,1
7,75 + 66,1,0,2.6174575751639977,0,2
7,2 + 5,0,0,1.1797990977966148,0,2
7,7 + 9,0,0,3.5776197942064716,1,1
7,55 + 31,1,0,6.025210985745244,1,1
7,445 + 705,2,0,7.039066168068679,0,3
7,25 + 41,1,0,5.144633817305273,0,4
7,1 + 5,0,0,5.114575922059133,1,1
7,89 + 42,1,0,8.390150228899149,1,1
7,210 + 368,2,0,8.48869209044495,0,2
7,15 + 40,1,0,4.969616835280599,0,4
7,5 + 9,0,0,6.880018013544439,0,2
7,7 + 9,0,0,9.35521082978464,0,3
7,9 + 3,0,0,1.0958131397775221,1,1
7,21 + 70,1,0,3.1731568243132036,1,1
7,863 + 980,2,0,2.726052824146703,1,1
7,971 - 668,2,1,8.28251846107839,1,1
7,595 × 771,2,2,8.614107456355248,0,3
7,58 × 44,1,2,3.750120354692623,0,2
7,5 × 9,0,2,2.4441402581102287,1,1
7,45 × 81,1,2,8.839137916152485,0,2
7,5 × 5,0,2,5.806360760106124,1,1
7,29 × 55,1,2,8.604498960223104,0,2
7,7 × 4,0,2,5.471580166265153,1,1
7,73 × 55,1,2,2.226847738301667,0,4
7,3 × 6,0,2,2.7643453595702416,1,1
7,82 × 69,1,2,1.6495312314839994,0,3
7,6 × 8,0,2,2.2866586167698113,1,1
8,5 + 6,0,0,5.660160906076299,1,1
8,80 + 41,1,0,3.175445027683212,1,1
8,783 + 821,2,0,6.836933642384982,0,2
8,10 + 64,1,0,8.433623105103726,1,1
8,337 + 806,2,0,2.2392198229568527,0,3
8,30 + 79,1,0,8.499946084605023,1,1
8,584 + 286,2,0,5.434307755893066,0,2
8,49 + 78,1,0,5.251555867347281,1,1
8,403 + 817,2,0,3.2198023210772395,1,1
8,807 - 594,2,1,5.723815137503083,0,3
8,97 - 49,1,1,6.293075477967322,0,2
8,6 - 4,0,1,2.523133028836177,0,2
8,8 - 7,0,1,4.464912413790094,0,2
8,7 - 6,0,1,8.048835795205902,1,1
8,88 - 36,1,1,7.296706405077896,0,3
8,8 - 7,0,1,6.4098151885316375,1,1
8,61 - 12,1,1,9.194625228523797,0,4
8,8 - 7,0,1,9.072468854901384,1,1
8,99 - 83,1,1,8.757955770213886,1,1
8,254 - 231,2,1,5.52893035673775,0,2
8,67 - 10,1,1,4.5045471460132935,1,1
8,445 - 146,2,1,7.522254661948868,0,2
8,78 - 67,1,1,5.269380414353389,1,1
8,444 - 389,2,1,4.618169157161813,0,4
8,20 - 14,1,1,3.031136696210069,0,3
8,9 - 8,0,1,8.200492372676688,1,1
8,41 - 31,1,1,7.467653407821068,0,2
8,10 - 5,0,1,3.4290436651270015,1,1
8,73 - 59,1,1,9.993181217342253,0,3
8,4 - 2,0,1,2.7326858746306093,1,1
9,4 + 8,0,0,8.755965759200354,1,1
9,17 + 65,1,0,8.095173988514727,0,4
9,4 + 2,0,0,8.235423065186664,0,4
9,10 + 7,0,0,3.8306627112110068,0,2
9,8 + 6,0,0,3.159200782593032,1,1
9,19 + 94,1,0,8.699554048134313,1,1
9,701 + 917,2,0,3.284790584626781,1,1
9,824 - 180,2,1,5.828543698565293,0,2
9,66 - 19,1,1,8.750373175060112,0,2
9,4 - 4,0,1,7.640730751847607,1,1
9,64 - 57,1,1,4.226675892743536,1,1
9,846 - 714,2,1,3.0743780872832827,0,4
9,93 - 25,1,1,8.760872965153025,0,3
9,8 - 3,0,1,3.3912746362544146,1,1
9,97 - 57,1,1,6.54688665486356,0,4
9,6 - 2,0,1,4.541679997809425,1,1
9,56 - 45,1,1,7.7163887336712325,0,3
9,5 - 4,0,1,6.198879099383252,1,1
9,73 - 42,1,1,7.448554853110355,0,3
9,4 - 3,0,1,8.08357799079349,0,2
9,8 - 6,0,1,9.024228805635135,0,4
9,6 - 5,0,1,9.233029189852887,0,3
9,6 - 5,0,1,8.105804581373643,1,1
9,72 - 44,1,1,2.2373776422928344,1,1
9,998 - 194,2,1,7.421069654682847,1,1
9,605 × 104,2,2,2.1899976054119,1,1
9,698 ÷ 698,2,3,1.0731763045640017,0,2
9,61 ÷ 61,1,3,9.343439300885459,1,1
9,954 ÷ 318,2,3,4.1875114167431855,1,1
9,203 + 840,2,0,5.05473047105951,0,3
10,1 + 10,0,0,3.071021150724831,1,1
10,18 + 48,1,0,3.0116663348166974,1,1
10,318 + 425,2,0,8.99540768576755,1,1
10,888 - 823,2,1,9.246409325563059,0,4
10,52 - 41,1,1,1.7209277092609074,1,1
10,901 - 297,2,1,6.597993937513898,0,3
10,92 - 19,1,1,9.93907343752134,0,4
10,3 - 2,0,1,2.7556647825006486,0,3
10,9 - 3,0,1,9.70863123238402,1,1
10,51 - 18,1,1,2.3551082647653567,0,3
10,9 - 5,0,1,6.155323176964294,1,1
10,71 - 35,1,1,8.26699296485862,1,1
10,797 - 546,2,1,7.174908045542423,1,1
10,785 × 992,2,2,1.1115528225627198,1,1
10,676 ÷ 676,2,3,9.617289972163,1,1
10,378 + 583,2,0,5.250703197372821,0,4
10,80 + 51,1,0,2.94693751825416,1,1
10,571 + 983,2,0,3.764380377970792,0,4
10,61 + 93,1,0,7.276535956450968,0,2
10,9 + 9,0,0,1.5153905600910815,1,1
10,95 + 85,1,0,9.351658596931955,1,1
10,886 + 212,2,0,8.79433672225878,0,3
10,44 + 15,1,0,2.853962393539595,0,4
10,2 + 7,0,0,4.575703667180239,1,1
10,23 + 85,1,0,7.578535566997926,1,1
10,933 + 858,2,0,1.8981844319801606,1,1
10,636 - 541,2,1,5.138435920423891,1,1
10,877 × 802,2,2,4.552036702602614,0,2
10,86 × 90,1,2,5.6722920133828,0,3
10,7 × 7,0,2,2.4792207431085203,0,2
11,4 + 9,0,0,4.136291641411049,0,4
11,7 + 8,0,0,6.584720819162929,1,1
11,41 + 21,1,0,6.006261727768709,1,1
11,661 + 829,2,0,2.758465298643865,0,3
11,72 + 90,1,0,2.403471308982472,0,2
11,2 + 8,0,0,7.981088123988693,0,4
11,5 + 6,0,0,9.18278751735543,0,3
11,5 + 10,0,0,6.175973077039254,1,1
11,67 + 24,1,0,4.9687025850210045,0,4
11,6 + 5,0,0,7.440862617084848,0,2
11,6 + 5,0,0,8.532088387166707,0,2
11,3 + 10,0,0,6.914435599705569,1,1
11,19 + 74,1,0,9.82398448944636,1,1
11,860 + 751,2,0,1.655923080500797,0,4
11,73 + 93,1,0,1.482113342647124,0,3
11,8 + 8,0,0,6.759316629854453,0,3
11,9 + 7,0,0,8.292516910684324,1,1
11,67 + 13,1,0,3.58496126925252,1,1
11,900 + 441,2,0,4.1308052714596055,1,1
11,901 - 632,2,1,7.017836044439602,0,4
11,86 - 77,1,1,3.790950062533493,1,1
11,986 - 439,2,1,8.029273708270072,0,2
11,66 - 58,1,1,2.3232382591760627,1,1
11,879 - 619,2,1,6.738681257883242,1,1
11,217 × 787,2,2,7.065236582882088,1,1
11,465 ÷ 465,2,3,8.622279983624379,0,4
11,36 ÷ 36,1,3,7.571913571464714,1,1
11,360 ÷ 360,2,3,1.909642812275985,0,4
11,52 ÷ 26,1,3,7.011060266531835,0,3
11,8 ÷ 1,0,3,9.767669368841302,1,1
12,10 + 10,0,0,4.214174471338992,1,1
12,64 + 33,1,0,4.180882929893573,1,1
12,273 + 385,2,0,3.553510009574867,0,2
12,42 + 10,1,0,5.526099668092512,1,1
12,333 + 100,2,0,7.790227562607737,1,1
12,664 - 571,2,1,9.999826458031663,0,3
12,97 - 58,1,1,9.809387858131872,0,3
12,9 - 7,0,1,9.357015654124137,1,1
12,87 - 13,1,1,1.5860880451626596,0,4
12,7 - 4,0,1,1.872866153879313,1,1
12,92 - 31,1,1,6.6217483637960965,0,2
12,4 - 3,0,1,9.066963223411774,1,1
12,82 - 64,1,1,7.727074891422127,1,1
12,824 - 787,2,1,4.425273915001718,1,1
12,842 × 190,2,2,9.491138666991315,1,1
12,388 ÷ 388,2,3,2.7644192956802858,0,3
12,69 ÷ 69,1,3,6.935519252411989,0,4
12,4 ÷ 2,0,3,6.531823140798205,0,2
12,9 ÷ 3,0,3,2.1991262568569265,1,1
12,40 ÷ 40,1,3,3.2165623194954414,1,1
12,768 ÷ 256,2,3,8.305606509078281,1,1
12,476 + 190,2,0,5.563555010041982,1,1
12,574 - 279,2,1,7.3771561434310176,0,2
12,24 - 10,1,1,9.797097557754178,0,3
12,5 - 1,0,1,2.91787582104538,1,1
12,69 - 55,1,1,1.3817778249947712,1,1
12,210 - 137,2,1,7.440386141344036,1,1
12,200 × 581,2,2,4.447620679935875,1,1
12,280 ÷ 140,2,3,7.606562495982908,0,3
12,22 ÷ 22,1,3,6.940365072439051,0,4
13,5 + 8,0,0,6.582718495290567,1,1
13,16 + 38,1,0,5.89447062167073,1,1
13,706 + 718,2,0,6.700047561930255,0,3
13,34 + 44,1,0,6.673964248071691,1,1
13,216 + 864,2,0,5.673821569236434,1,1
13,898 - 410,2,1,7.929028229491583,1,1
13,179 × 798,2,2,6.394231471548742,0,3
13,25 × 71,1,2,4.182767744786986,1,1
13,916 × 598,2,2,2.999825232526698,1,1
13,542 ÷ 542,2,3,1.6846961912843454,0,3
13,48 ÷ 16,1,3,4.222249023163643,0,4
13,9 ÷ 3,0,3,2.393414506800126,1,1
13,44 ÷ 44,1,3,9.763961541526884,1,1
13,169 ÷ 169,2,3,9.568985310976919,0,4
13,76 ÷ 38,1,3,6.633554648738464,1,1
13,907 ÷ 907,2,3,3.812614885066238,0,2
13,46 ÷ 23,1,3,6.90339756726622,1,1
13,737 ÷ 737,2,3,7.6145228863270376,0,4
13,86 ÷ 43,1,3,8.30537568659211,1,1
13,558 ÷ 186,2,3,2.32830110027553,0,3
13,44 ÷ 44,1,3,6.6984222185228495,1,1
13,900 ÷ 225,2,3,9.305043415581455,0,2
13,57 ÷ 57,1,3,6.185877008317829,1,1
13,839 ÷ 839,2,3,8.48288221454839,0,3
13,24 ÷ 12,1,3,8.009302499714126,0,4
13,9 ÷ 1,0,3,3.929766970896093,1,1
13,40 ÷ 20,1,3,9.812767931865162,0,2
13,5 ÷ 5,0,3,9.50865303382594,1,1
13,59 ÷ 59,1,3,1.7882114163607756,0,2
13,7 ÷ 1,0,3,6.609084698444012,1,1
14,2 + 10,0,0,5.019611460653245,1,1
14,10 + 16,1,0,8.37573245600726,0,2
14,9 + 6,0,0,8.791032920148744,1,1
14,20 + 36,1,0,5.8398817775733285,0,3
14,2 + 7,0,0,6.2110516373327185,1,1
14,23 + 64,1,0,8.226778590214671,1,1
14,520 + 583,2,0,7.32114793079342,0,2
14,47 + 29,1,0,4.896297327752327,1,1
14,256 + 867,2,0,8.494361615864914,0,3
14,83 + 30,1,0,8.186515826331428,0,2
14,7 + 4,0,0,3.6568833082973486,0,3
14,4 + 2,0,0,9.421833095485324,0,3
14,5 + 10,0,0,8.283369684365526,1,1
14,64 + 58,1,0,2.437682431611372,0,3
14,5 + 7,0,0,9.461200566588175,0,4
14,4 + 6,0,0,6.205989463316741,0,4
14,10 + 9,0,0,8.172248821400641,1,1
14,67 + 94,1,0,3.558835742251463,0,2
14,6 + 1,0,0,7.098259937381835,1,1
14,83 + 12,1,0,2.337683808111209,0,2
14,2 + 4,0,0,2.661280496850437,1,1
14,45 + 98,1,0,8.669738169230138,1,1
14,203 + 711,2,0,2.831639410995556,1,1
14,768 - 766,2,1,9.406896203391602,1,1
14,743 × 523,2,2,1.8817550646797427,0,2
14,24 × 25,1,2,6.105671235731222,1,1
14,702 × 595,2,2,4.056659834104601,0,3
14,40 × 49,1,2,4.910674458754109,0,4
14,2 × 4,0,2,3.397907304854759,1,1
14,64 × 74,1,2,3.5554087405632924,0,3
15,3 + 8,0,0,6.334016039307167,0,3
15,2 + 9,0,0,2.180865990543251,0,2
15,10 + 4,0,0,5.676587257027531,0,3
15,1 + 8,0,0,6.576594270114205,1,1
15,18 + 24,1,0,7.564601160428231,1,1
15,301 + 193,2,0,1.7270650074672658,0,2
15,22 + 80,1,0,6.975178819295075,1,1
15,546 + 102,2,0,4.388847977885806,1,1
15,597 - 500,2,1,7.302793684755349,0,3
15,89 - 51,1,1,2.970382631401784,1,1
15,978 - 353,2,1,1.4034318149898404,0,2
15,79 - 45,1,1,1.4869780944530797,0,2
15,10 - 4,0,1,7.981892061424645,1,1
15,92 - 22,1,1,6.335507419759812,1,1
15,745 - 418,2,1,2.1754988807183278,0,2
15,72 - 64,1,1,7.274951335928809,1,1
15,596 - 387,2,1,3.440406374702675,1,1
15,919 × 890,2,2,2.3169660161330032,0,3
15,92 × 49,1,2,9.008380479364622,0,4
15,9 × 1,0,2,1.3818730230832705,1,1
15,62 × 76,1,2,5.820833644870781,0,4
15,4 × 4,0,2,8.32180627692037,1,1
15,64 × 25,1,2,2.2453673410519936,1,1
15,497 × 161,2,2,9.705671023805612,1,1
15,344 ÷ 344,2,3,8.55228946735777,1,1
15,503 + 571,2,0,1.5702070814732392,1,1
15,885 - 747,2,1,4.141190537306102,0,3
15,28 - 20,1,1,9.062379033370181,0,3
15,9 - 1,0,1,4.630400795072514,1,1
15,40 - 22,1,1,9.446037235198844,0,3
16,4 + 2,0,0,8.990137927553754,0,2
16,7 + 10,0,0,1.8178436334609702,1,1
16,54 + 55,1,0,5.620980008098034,1,1
16,966 + 117,2,0,5.080872086252251,0,4
16,26 + 43,1,0,2.94768847491971,1,1
16,415 + 974,2,0,5.430688260953584,0,2
16,83 + 77,1,0,9.43675476390828,0,2
16,6 + 1,0,0,8.368256582417597,0,3
16,7 + 9,0,0,3.8730430220005636,1,1
16,33 + 26,1,0,3.299614894830625,0,2
16,7 + 1,0,0,3.083171419740842,0,2
16,2 + 1,0,0,3.455034869539026,0,4
16,6 + 2,0,0,1.7918157186290706,0,2
16,4 + 7,0,0,8.757545521956622,1,1
16,76 + 23,1,0,4.104484248739769,1,1
16,608 + 446,2,0,8.534220167896839,0,2
16,19 + 31,1,0,8.840921963104375,0,4
16,3 + 1,0,0,7.793630117926401,1,1
16,81 + 78,1,0,5.687248638298891,0,2
16,1 + 2,0,0,6.515253778374551,0,4
16,3 + 10,0,0,7.815904465487344,0,4
16,5 + 6,0,0,8.036133516164547,1,1
16,76 + 12,1,0,4.702087767850965,0,3
16,7 + 3,0,0,4.320147046042257,0,3
16,10 + 6,0,0,3.238265181978884,1,1
16,59 + 10,1,0,2.2048303285766124,0,2
16,6 + 7,0,0,7.707950161143096,1,1
16,86 + 79,1,0,2.2153909986320794,0,3
16,1 + 6,0,0,4.838706009245413,1,1
16,98 + 62,1,0,8.3072558916772,0,4
17,6 + 8,0,0,8.691529721515074,1,1
17,64 + 32,1,0,4.059226536970964,0,4
17,1 + 3,0,0,9.4887039662404,0,4
17,10 + 6,0,0,1.58213476765809,1,1
17,27 + 19,1,0,1.8025295738946268,0,3
17,7 + 5,0,0,5.399485119566335,1,1
17,32 + 27,1,0,1.3752914209518217,1,1
17,269 + 297,2,0,5.785305006757586,1,1
17,524 - 234,2,1,1.7753523175298296,1,1
17,171 × 831,2,2,6.256545119303994,0,2
17,31 × 58,1,2,8.753230941361373,0,4
17,6 × 7,0,2,5.002959826894905,1,1
17,70 × 44,1,2,4.875065439653074,0,4
17,6 × 1,0,2,2.263118254487373,1,1
17,69 × 10,1,2,3.6045888890823132,0,3
17,5 × 2,0,2,1.5710690040935689,0,3
17,4 × 3,0,2,8.902477414639009,1,1
17,59 × 20,1,2,8.07843907820801,0,2
17,10 × 5,0,2,8.662841189455765,1,1
17,42 × 11,1,2,8.581687084420242,0,3
17,6 × 6,0,2,8.280261876949607,0,4
17,9 × 4,0,2,8.376544664777615,0,4
17,1 × 6,0,2,7.799803833462988,1,1
17,77 × 97,1,2,8.708480668131498,0,3
17,9 × 10,0,2,1.0630724080760632,0,2
17,10 × 7,0,2,6.769919607963413,1,1
17,98 × 32,1,2,7.247659538251298,1,1
17,226 × 474,2,2,2.322320830440704,0,2
17,71 × 88,1,2,2.441950216452565,1,1
17,852 × 894,2,2,4.439708571401229,0,3
18,3 + 8,0,0,3.0137020248412765,1,1
18,81 + 52,1,0,4.394674837032991,0,2
18,10 + 8,0,0,8.156096695779247,1,1
18,94 + 49,1,0,2.5478322366572907,0,3
18,5 + 9,0,0,7.350600371159891,1,1
18,67 + 73,1,0,2.66717696055784,0,3
18,4 + 1,0,0,5.195947283914448,0,3
18,2 + 5,0,0,2.2430967412454663,1,1
18,77 + 81,1,0,9.651816431404662,1,1
18,374 + 144,2,0,1.4976021167905045,1,1
18,773 - 368,2,1,3.6002429435759256,0,3
18,60 - 47,1,1,2.7560618333144107,0,4
18,8 - 7,0,1,6.4610715129362,1,1
18,58 - 16,1,1,9.47945371007486,0,3
18,10 - 4,0,1,3.08958288013972,0,3
18,10 - 6,0,1,2.501517518867374,0,4
18,7 - 7,0,1,4.5760770528917405,1,1
18,42 - 40,1,1,6.031323579248869,0,3
18,8 - 7,0,1,3.4150331292786724,1,1
18,94 - 23,1,1,7.72277337254779,1,1
18,908 - 899,2,1,7.941418070879431,0,2
18,47 - 16,1,1,1.7804719077634024,1,1
18,608 - 177,2,1,5.452435840996821,1,1
18,203 × 531,2,2,8.747479128102764,0,3
18,86 × 86,1,2,6.322691104220582,0,2
18,2 × 10,0,2,2.3477401336850003,1,1
18,76 × 55,1,2,1.506040425782513,0,3
18,7 × 1,0,2,1.4814230684389442,1,1
18,40 × 23,1,2,4.856956381813685,1,1
18,646 × 119,2,2,7.24549297374484,0,3
19,8 + 7,0,0,7.044228863902302,1,1
19,18 + 30,1,0,9.812400822415192,1,1
19,259 + 520,2,0,5.089096113787597,0,3
19,15 + 56,1,0,2.28515149019899,0,2
19,7 + 7,0,0,3.633266486956427,1,1
19,41 + 45,1,0,4.220545391258657,0,2
19,8 + 4,0,0,3.0505408519978836,1,1
19,87 + 67,1,0,9.320881686537627,1,1
19,523 + 240,2,0,6.5487417357052635,0,2
19,74 + 23,1,0,9.721216681225728,1,1
19,325 + 312,2,0,8.235496346777973,0,4
19,59 + 88,1,0,7.291396355681027,0,4
19,6 + 4,0,0,8.995533115751897,0,2
19,9 + 2,0,0,7.594172503354548,1,1
19,48 + 33,1,0,3.607425661873193,1,1
19,931 + 105,2,0,7.172985316261483,0,3
19,70 + 16,1,0,8.576467881742468,1,1
19,919 + 395,2,0,8.684481225121802,0,4
19,85 + 45,1,0,4.201594549308596,0,2
19,3 + 4,0,0,7.139192423900517,0,4
19,1 + 6,0,0,7.393598330607416,0,3
19,10 + 5,0,0,2.7186151152784497,0,3
19,4 + 2,0,0,3.8554992650595423,1,1
19,98 + 78,1,0,1.885413895492039,0,2
19,3 + 1,0,0,1.822601407556344,1,1
19,94 + 82,1,0,3.8508375679395592,0,2
19,2 + 2,0,0,8.401410606157743,1,1
19,25 + 21,1,0,5.3826872044558955,0,2
19,2 + 6,0,0,9.813983755450494,1,1
